Campaign name,Country,Ad Set Name,Ad name,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,ES,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-1,0.06,2,2,,,,,30.0,,0.0,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,XK,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-1 | Amator | Ortakli |,0.06,22,25,,,,,2.4,,0.0,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,IN,(+22 Yrs) UB | SA 75,OTPKİ-OLT-BK-3,0.06,88,108,1.0,,,,0.55555556,0.06,0.92592593,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,UA,(+22 Yrs) FC OTU SA 7,BK-EM-2,0.06,7,7,1.0,,,,8.57142857,0.06,14.28571429,2025-05-10,2025-05-22
TT 461 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,AT,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-MK-2,0.06,2,7,,,,,8.57142857,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,DZ,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-3,0.06,35,36,,,,,1.66666667,,2.77777778,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,CA,(+22 Yrs) Winner DA SA23,BK_SAE_FK_1,0.06,8,8,,,,,7.5,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,AL,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,BK-EM-2,0.06,6,6,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,TD,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-2,0.06,15,19,,,,,3.15789474,,0.0,2025-05-10,2025-05-22
AZ/Turkic | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,TM,TT SA 50 | UB 49+Gelir | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.06,49,49,,,,,1.2244898,,0.0,2025-05-10,2025-05-22
TT 475 | ÖS | DVY | Best Aud. | E-1 | AK-gbi | M4 | Lead | CBO | 17.05.25,KZ,(+22 Yrs) Winner DA SA20,AK-gbi-2,0.06,12,12,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 490 | DVY | Best Aud. | D-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,AF,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,SJ-AI-DVY-MK-9,0.06,83,91,1.0,,,,0.65934066,0.06,1.0989011,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,DO,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-4,0.06,28,28,1.0,,,,2.14285714,0.06,3.57142857,2025-05-10,2025-05-22
GLOBAL | TT 470 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 16.05.25,CA,(+22 Yrs) Winner DA SA23,SJ-AI-DVY-MK-2,0.06,6,6,1.0,,,,10.0,0.06,16.66666667,2025-05-10,2025-05-22
#Global | UB DVY 28 | Lead | CBO | Mix | 13.05.2025,CH,#Global | UB | SA 69,OTPKİ-OLT-BK-1 - Kopya,0.06,6,6,,,,,10.0,,0.0,2025-05-10,2025-05-22
UB DVY 21 | Lead | CBO | Mix | Harcamayanlar |  07.05.2025,NL,FC OTU SA 57,OTPKİ-OLT-BK-3 - Kopya,0.06,13,13,1.0,,,,4.61538462,0.06,15.38461538,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,CH,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,IPS-DYV-MK-3,0.06,2,2,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 472 | DVY | Best Aud. | E-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,MK,(+22 Yrs) Winner DA SA20,BK_SAE_FK_1,0.06,6,6,,,,,10.0,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,NL,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,IPS-DYV-MK-3,0.06,13,13,,,,,4.61538462,,7.69230769,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,BG,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-5,0.06,7,7,,,,,8.57142857,,0.0,2025-05-10,2025-05-22
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,AE,TT ABO 16 | 2$ | Winner 47 | 13.03.25 |,OTPKİ-OLT-BK-1,0.06,13,13,,,,,4.61538462,,0.0,2025-05-10,2025-05-22
TT 461 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,TZ,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-MK-2,0.06,17,17,,,,,3.52941176,,5.88235294,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,AR,TT SA 74 | BROAD-GLOBAL 2,SJ-AI-DVY-3,0.06,32,48,,,,,1.25,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,MK,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,IPS-DYV-MK-2,0.06,32,33,,,,,1.81818182,,3.03030303,2025-05-10,2025-05-22
TT 461 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,MA,(+22 Yrs) FC OTU SA 7,SJ-AI-DVY-MK-1,0.06,11,11,,,,,5.45454545,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,IQ,(+22 Yrs) Winner DA SA23,BK_SAE_FK_2,0.06,53,57,,,,,1.05263158,,0.0,2025-05-10,2025-05-22
TT 485 | DVY | Best Aud. | B-1 | SJ-AI-DVY-AK | M4 | Lead | CBO | 20.05.25,KG,(+22 Yrs) FC OTU SA 7,SJ-AI-DVY-AK-1,0.06,30,30,,,,,2.0,,3.33333333,2025-05-10,2025-05-22
UB DVY 23 | Lead | CBO | Mix | Harcamayanlar |  07.05.2025,NL,TT SA 57,PSK-DYV-MK-2 - Kopya,0.06,7,8,,,,,7.5,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,IL,TT SA 74 | BROAD-GLOBAL 2,SJ-AI-DVY-3,0.06,0,23,,,,,2.60869565,,0.0,2025-05-10,2025-05-22
TT 485 | DVY | Best Aud. | B-1 | SJ-AI-DVY-AK | M4 | Lead | CBO | 20.05.25,MK,(+22 Yrs) Winner DA SA44,SJ-AI-DVY-AK-3,0.06,15,18,,,,,3.33333333,,11.11111111,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,MK,TT SA 74 | BROAD-GLOBAL 2,OTPKİ-OLT-BK-3,0.06,48,63,1.0,,,,0.95238095,0.06,1.58730159,2025-05-10,2025-05-22
TT 459 | DVY | New Aud. 1-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,CN,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,SJ-AI-DVY-MK-3,0.06,20,23,,,,,2.60869565,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,LV,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-4,0.06,5,5,,,,,12.0,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,TG,TT SA 74 | BROAD-GLOBAL 2,SJ-AI-DVY-3,0.06,25,25,,,,,2.4,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,AT,TT SA 49 | Winner 48/21-50 | 2.3M | 13.03.25,OTPKİ-OLT-BK-3,0.06,10,10,,,,,6.0,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,CY,(+22 Yrs) Winner DA SA23,BK_SAE_FK_1,0.06,34,38,,,,,1.57894737,,0.0,2025-05-10,2025-05-22
TT 459 | DVY | New Aud. 1-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,KZ,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,SJ-AI-DVY-MK-2,0.06,20,24,,,,,2.5,,0.0,2025-05-10,2025-05-22
TT 490 | DVY | Best Aud. | D-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,GE,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,SJ-AI-DVY-MK-7,0.06,20,22,,,,,2.72727273,,0.0,2025-05-10,2025-05-22
TT 489 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,SA,(+22 Yrs) UB | SA 76,SJ-AI-DVY-MK-7,0.06,15,15,,,,,4.0,,0.0,2025-05-10,2025-05-22
"FC 014 | DVY| 26 Nisan| 1,80 $",AL,(+22 Yrs) Winner DA SA23 - 2$,AK-gbi-2 | Bos isler| - Kopya,0.06,14,14,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,CA,TT SA 74 | BROAD-GLOBAL 2,OTPKİ-OLT-BK-3,0.06,8,16,,,,,3.75,,0.0,2025-05-10,2025-05-22
TT 460 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,SO,(+22 Yrs) UB | SA 76,SJ-AI-DVY-MK-1,0.06,60,78,1.0,,,,0.76923077,0.06,3.84615385,2025-05-10,2025-05-22
FC 035 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,RS,(+22 Yrs) FC SA 60,OTPKİ-OLT-BK-3 | Bos Is | Ortakli |,0.06,5,5,,,,,12.0,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,NO,TT SA 74 | BROAD-GLOBAL 2,SJ-AI-DVY-3,0.06,0,28,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,BG,"Pazarlama 2 Mayis 2025 - 1,70 $",IKA-DVY-MK-1,0.06,11,13,,,,,4.61538462,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,MT,TT SA 74 | BROAD-GLOBAL 2,SJ-AI-DVY-3,0.06,0,37,,,,,1.62162162,,0.0,2025-05-10,2025-05-22
TT 456 | DVY | Best Aud. | H-1 | BK-SDS | M4 | Lead | CBO | 14.05.25,CH,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,BK-SDS-4,0.06,2,2,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 486 | DVY | Best Aud. | C-1 | SJ-AI-DVY-AK | M4 | Lead | CBO | 20.05.25,FI,(+22 Yrs) FC SA 60,SJ-AI-DVY-AK-3,0.06,4,6,,,,,10.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,XK,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,BK-EM-2,0.06,22,23,1.0,,,,2.60869565,0.06,8.69565217,2025-05-10,2025-05-22
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,AF,TT ABO 16 | 2$ | Winner 47 | 13.03.25 |,OTPKİ-OLT-BK-1,0.06,125,131,,,,,0.45801527,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 470 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 16.05.25,US,(+22 Yrs) Winner DA SA23,SJ-AI-DVY-MK-2,0.06,11,11,2.0,,,,5.45454545,0.03,9.09090909,2025-05-10,2025-05-22
TT 456 | DVY | Best Aud. | H-1 | BK-SDS | M4 | Lead | CBO | 14.05.25,CZ,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,BK-SDS-4,0.06,1,1,,,,,60.0,,0.0,2025-05-10,2025-05-22
#Global | UB DVY 28 | Lead | CBO | Mix | 13.05.2025,BY,#Global | UB | SA 69,PSK-2-DYV-MK-1 - Kopya,0.06,15,15,,,,,4.0,,0.0,2025-05-10,2025-05-22
#Global | UB DVY 28 | Lead | CBO | Mix | 13.05.2025,FI,#Global | FC OTU SA 5,OTPKİ-OLT-BK-1 - Kopya,0.06,7,7,,,,,8.57142857,,14.28571429,2025-05-10,2025-05-22
TT 460 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,MA,(+22 Yrs) UB | SA 76,SJ-AI-DVY-MK-2,0.06,36,36,,,,,1.66666667,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,MT,(+22 Yrs) Winner DA SA23,OTPKİ-OLT-BK-1,0.06,8,8,,,,,7.5,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,CA,TT SA 61 | FC OTU SA 9+Ecom. | 2.7M,IPS-DYV-MK-6,0.06,6,6,,,,,10.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,SE,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-2,0.06,3,3,,,,,20.0,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,AR,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-5,0.06,5,5,,,,,12.0,,0.0,2025-05-10,2025-05-22
TT 462 | DVY | Best Aud. | E-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,VE,(+22 Yrs) Winner DA SA20,SJ-AI-DVY-MK-3,0.06,4,4,,,,,15.0,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,IT,TT SA 51 | TT 16+Freelancer | 1.2M | 13.03.25,OTPKİ-OLT-BK-2,0.06,3,3,,,,,20.0,,0.0,2025-05-10,2025-05-22
TT 459 | DVY | New Aud. 1-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,KZ,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,SJ-AI-DVY-MK-1,0.06,10,12,,,,,5.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,PL,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-2,0.06,32,35,,,,,1.71428571,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,PH,TT SA 74 | BROAD-GLOBAL 2,OTPKİ-OLT-BK-4,0.06,10,10,,,,,6.0,,10.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,DK,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-2,0.06,4,15,,,,,4.0,,0.0,2025-05-10,2025-05-22
TT 422 | DVY | Best Aud. | C-1 | BK-EM | M3 | Lead | CBO | 29.04.25,MK,(+22 Yrs) FC SA 60,BK-EM-2,0.06,50,50,1.0,,,,1.2,0.06,4.0,2025-05-10,2025-05-22
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,XK,TT SA 49 | Winner 48/21-50 | 2.3M | 13.03.25,OTPKİ-OLT-BK-1,0.06,52,54,,,,,1.11111111,,0.0,2025-05-10,2025-05-22
TT 459 | DVY | New Aud. 1-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,BE,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,SJ-AI-DVY-MK-1,0.06,3,4,,,,,15.0,,0.0,2025-05-10,2025-05-22
TT 462 | DVY | Best Aud. | E-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,IL,(+22 Yrs) Winner DA SA20,SJ-AI-DVY-MK-1,0.06,2,4,,,,,15.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,AR,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,AK-gbi-2,0.06,2,2,,,,,30.0,,0.0,2025-05-10,2025-05-22
TT 489 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK-V3 | M4 | Lead | CBO | 21.05.25,GE,(+22 Yrs) UB | SA 76,SJ-AI-DVY-MK-9,0.06,21,22,,,,,2.72727273,,0.0,2025-05-10,2025-05-22
GLOBAL | TT 470 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 16.05.25,ME,UB | SA 63,SJ-AI-DVY-MK-1,0.06,5,5,,,,,12.0,,0.0,2025-05-10,2025-05-22
TT 461 | DVY | Best Aud. | B-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,PL,(+22 Yrs) Winner DA SA23,SJ-AI-DVY-MK-1,0.06,7,8,,,,,7.5,,0.0,2025-05-10,2025-05-22
TT 460 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,US,(+22 Yrs) UB | SA 76,SJ-AI-DVY-MK-3,0.06,3,3,1.0,,,,20.0,0.06,33.33333333,2025-05-10,2025-05-22
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,FR,TT ABO 16 | 2.2$ | Winner 47 | 13.03.25 | - Copy,OTPKİ-OLT-BK-4,0.06,12,23,2.0,,,,2.60869565,0.03,8.69565217,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,PL,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.06,40,45,,,,,1.33333333,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,EG,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-4,0.06,12,14,,,,,4.28571429,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,CH,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-2,0.06,4,15,,,,,4.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,BH,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,AK-gbi-2,0.06,24,24,,,,,2.5,,0.0,2025-05-10,2025-05-22
TT 485 | DVY | Best Aud. | B-1 | SJ-AI-DVY-AK | M4 | Lead | CBO | 20.05.25,GE,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-AK-1,0.06,24,25,,,,,2.4,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,QA,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-4,0.06,9,9,,,,,6.66666667,,0.0,2025-05-10,2025-05-22
#Global | UB DVY 27 | Lead | CBO | Mix | 13.05.2025,IE,#Global | UB | SA 63,OTPKİ-OLT-BK-1 - Kopya,0.06,3,3,,,,,20.0,,0.0,2025-05-10,2025-05-22
TT 465 | DVY | Best Aud. | F-1 | BK_SAE_3_FK | M4 | Lead | CBO | 15.05.25,MK,(+22 Yrs) FC OTU SA 5,BK_SAE_3_FK_2,0.06,8,9,,,,,6.66666667,,0.0,2025-05-10,2025-05-22
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,GR,"Pazarlama 2 Mayis 2025 - 2,00 $",OTPKİ-OLT-BK-1,0.06,24,31,,,,,1.93548387,,0.0,2025-05-10,2025-05-22
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,KE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,OTPKİ-OLT-BK-1,0.06,24,31,,,,,1.93548387,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,MK,TT SA 57 | (+22 Yrs) Winner DA SA23+Kişisel Gelişim | 3M,IPS-DYV-MK-5,0.06,28,28,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
TT 471 | DVY | Best Aud. | B-1 | BK_SAE_FK_V2 | M4 | Lead | CBO | 16.05.25,TR,(+22 Yrs) Winner DA SA44,BK_SAE_FK_1,0.06,7,8,,,,,7.5,,0.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,NL,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.06,28,28,,,,,2.14285714,,3.57142857,2025-05-10,2025-05-22
#Global | UB DVY 27 | Lead | CBO | Mix | 13.05.2025,RO,#Global | UB | SA 61,OTPKİ-OLT-BK-1 - Kopya,0.06,20,20,,,,,3.0,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,ET,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-5,0.06,23,28,,,,,2.14285714,,0.0,2025-05-10,2025-05-22
TT 462 | DVY | Best Aud. | E-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,MK,(+22 Yrs) Winner DA SA20,SJ-AI-DVY-MK-3,0.06,22,24,,,,,2.5,,0.0,2025-05-10,2025-05-22
TT 459 | DVY | New Aud. 1-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,GE,TT SA 45 | UB SA 42+Kişisel Gelişim | 2.7M | 11.03.25,SJ-AI-DVY-MK-3,0.06,25,27,1.0,,,,2.22222222,0.06,3.7037037,2025-05-10,2025-05-22
TT 480 | DVY | Best Aud. | C-1 | SJ-AI-DVY-MK-V2 | M4 | Lead | CBO | 18.05.25,MK,(+22 Yrs) FC SA 60,SJ-AI-DVY-MK-6,0.06,23,25,1.0,,,,2.4,0.06,8.0,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,US,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.06,22,22,1.0,,,,2.72727273,0.06,4.54545455,2025-05-10,2025-05-22
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,GE,(+22 Yrs) FC OTU SA 8 | Fenomen Girisimciler| 3 Milyon,OTPKİ-OLT-BK-3 | Bos Is | Ortakli | - Kopya,0.06,28,35,1.0,,,,1.71428571,0.06,2.85714286,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,NG,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.06,16,19,,,,,3.15789474,,0.0,2025-05-10,2025-05-22
TT 485 | DVY | Best Aud. | B-1 | SJ-AI-DVY-AK | M4 | Lead | CBO | 20.05.25,AF,UB | SA 42 | ( FC OTU SA 7 | 10 Milyon - Futbol Edited | 2.3M) - DA,SJ-AI-DVY-AK-1,0.06,83,91,2.0,,,,0.65934066,0.03,2.1978022,2025-05-10,2025-05-22
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,DE,"(+22 Yrs) Winner DA SA48 - 2,20 $",IKA-DVY-MK-1 - Kopya,0.06,13,15,,,,,4.0,,0.0,2025-05-10,2025-05-22
TT 474 | ÖS | DVY | New Aud. 1-1 | AK-gbi-5 | M4 | Lead | CBO | 15.05.25 - Copy,PK,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,AK-gbi-2,0.06,38,48,,,,,1.25,,0.0,2025-05-10,2025-05-22
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,DK,TT SA 74 | BROAD-GLOBAL 2,OTPKİ-OLT-BK-1,0.06,16,36,,,,,1.66666667,,0.0,2025-05-10,2025-05-22
TT 452 | DVY | Best Aud. | H-1 | IPS-DYV-MK/V2 | M4 | Lead | CBO | 09.05.25,SO,TT SA 60 | UB SA 42+Marketing | 5.5M,IPS-DYV-MK-5,0.06,44,58,,,,,1.03448276,,1.72413793,2025-05-10,2025-05-22
TT 454 | DVY | Best Aud. | D-1 | OTPKİ | M2 | Lead | CBO | 13.05.25,CL,(+22 Yrs) FC OTU SA 9,OTPKİ-OLT-BK-4,0.06,0,12,,,,,5.0,,0.0,2025-05-10,2025-05-22
