Universal_Campaign_ID,Country,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,RW,0.0,0,13,,,,,0.0,,7.69230769,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,CZ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,NO,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,AL,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,UA,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,HU,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,SE,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,ME,0.0,4,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",IM,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",IE,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",SI,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BZ,0.0,0,8,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SC,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SV,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,GT,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,HN,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,GM,0.0,0,20,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,LS,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,PA,0.0,0,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,BI,0.0,0,11,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SR,0.0,0,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,SS,0.0,0,16,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,NC,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,CL,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,IE,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,GH,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.04.25,VN,0.0,0,0,,DVY_Egitimi_OptinTebriklerSayfasi,0.0,1.0,,,,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,DK,0.0,4,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,SI,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,PT,0.0,4,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,UA,0.0,16,21,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,NO,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,MD,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,CH,0.0,15,15,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,HR,0.0,4,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,SK,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,LV,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,ES,0.0,4,4,1.0,,,,0.0,0.0,25.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,NO,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BW,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,FI,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MZ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,GQ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,UG,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,EC,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MD,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,LT,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,FJ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,KH,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,MT,0.0,4,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,LV,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,GW,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,SI,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,UA,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,BE,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,LB,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,CN,0.0,34,34,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,UG,0.0,8,8,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,SV,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,BJ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,SI,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,LI,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,FI,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,LV,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,RS,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,CH,0.0,4,7,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,AL,0.0,0,16,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,HU,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,HR,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,LT,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,MT,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,IE,0.0,0,11,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,MD,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,ES,0.0,0,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,LT,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,RO,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BI,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,FI,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,LA,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BO,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,ID,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,SS,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,HN,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MT,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,NP,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MG,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CL,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,JO,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,SE,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,RW,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,PE,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,QA,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BF,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,TN,0.0,4,7,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,SO,0.0,4,15,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,AM,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,AO,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,KE,0.0,0,9,1.0,,,,0.0,0.0,11.11111111,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,LK,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,MG,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,NC,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,ET,0.0,4,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,KW,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,RS,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,PA,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BH,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,GN,0.0,0,4,,,,,0.0,,25.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,ME,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,ML,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,TD,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,NE,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BA,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CI,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CZ,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MM,0.0,5,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,LB,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CD,0.0,3,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,KE,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CW,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,LU,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,SG,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,TZ,0.0,5,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CG,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,SV,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,AL,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MR,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BY,0.0,1,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 495 | DVY | Best Aud. | B-1 | DVY_LU_FK | M4 | Lead | CBO | 23.05.25,GW,0.0,4,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 495 | DVY | Best Aud. | B-1 | DVY_LU_FK | M4 | Lead | CBO | 23.05.25,NO,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,SG,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,CR,0.0,0,2,,,,,0.0,,50.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,BQ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,BW,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,MG,0.0,0,5,1.0,,,,0.0,0.0,20.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SH,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BS,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,ST,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,TG,0.0,0,6,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,FO,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,NC,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SZ,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BN,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,TL,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,EC,0.0,0,7,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BZ,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,KM,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BI,0.0,5,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,FJ,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,GW,0.0,0,13,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,TL,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,LA,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SS,0.0,0,12,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,HN,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,SI,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,HT,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,EE,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,LC,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,PW,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,PR,0.0,2,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,ST,0.0,0,5,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,VC,0.0,0,3,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,BS,0.0,0,4,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,GQ,0.0,11,11,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,CV,0.0,9,9,,,,,0.0,,11.11111111,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,VU,0.0,0,1,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,SG,0.0,0,2,,,,,0.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,MW,0.0,12,12,,,,,0.0,,0.0,2025-05-23,2025-05-29
