Universal_Campaign_ID,Country,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT ASC 2 | DVY | EU | 14D Best Ads. | M2 | CBO | Sales | 24.05.25 Campaign,RS,0.16,63,68,,,,,2.35294118,,0.0,2025-05-23,2025-05-29
TT 504 | DVY | TT SA 73-2 | BROAD-GLOBAL 18-65 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,HR,0.15162162,49,52,,,,,2.91580042,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,DZ,0.15119129,121,138,,,,,1.09558903,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,US,0.15119129,54,54,,,,,2.79983864,,3.7037037,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,DZ,0.1506733,186,186,1.0,,,,0.8100715,0.1506733,1.07526882,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,FR,0.15029221,69,69,1.0,,,,2.17814794,0.15029221,1.44927536,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,LU,0.15001134,0,40,,,,,3.75028355,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,MN,0.15000163,129,129,1.0,,,,1.16280335,0.15000163,1.5503876,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,CM,0.15,71,71,1.0,,,,2.11267606,0.15,8.45070423,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,AT,0.15,89,89,1.0,,,,1.68539326,0.15,3.37078652,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,TN,0.15,48,141,1.0,,,,1.06382979,0.15,1.41843972,2025-05-23,2025-05-29
TT 509 | DVY | Best Aud. | G-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,PL,0.15,32,46,,,,,3.26086957,,0.0,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,MT,0.15,20,21,1.0,,,,7.14285714,0.15,4.76190476,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,NG,0.15,24,49,,,,,3.06122449,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",AL,0.15,8,15,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,VN,0.15,16,29,,,,,5.17241379,,0.0,2025-05-23,2025-05-29
TT 425 | DVY | Best Aud. | G-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,IT,0.15,16,20,,,,,7.5,,0.0,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,TJ,0.15,16,40,3.0,,,,3.75,0.05,5.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,AT,0.15,16,39,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.15,1.0,3.84615385,0.15,2.56410256,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,ZM,0.15,80,109,3.0,,,,1.37614679,0.05,2.75229358,2025-05-23,2025-05-29
TT 507 | DVY | Best Aud. | A-1 | SJ-OD-MK | Manuel Placement  | M4 | Lead | CBO | 24.05.25 - Copy,LY,0.15,44,51,,,,,2.94117647,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,BY,0.15,40,40,,,,,3.75,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,PH,0.15,16,49,1.0,,,,3.06122449,0.15,4.08163265,2025-05-23,2025-05-29
TT 505 | DVY | Global Aud. 1-1 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,IT,0.15,36,42,1.0,,,,3.57142857,0.15,2.38095238,2025-05-23,2025-05-29
TT 424 | DVY | Best Aud. | C-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,DE,0.15,45,45,1.0,,,,3.33333333,0.15,2.22222222,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,NL,0.15,40,50,1.0,,,,3.0,0.15,2.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,TH,0.15,16,23,2.0,,,,6.52173913,0.075,8.69565217,2025-05-23,2025-05-29
TT 495 | DVY | Best Aud. | B-1 | DVY_LU_FK | M4 | Lead | CBO | 23.05.25,DZ,0.15,92,95,,,,,1.57894737,,0.0,2025-05-23,2025-05-29
TT 508 | DVY | Best Aud. | B-1 | SJ-OD-MK | M4 | Lead | CBO | 28.05.25,NZ,0.15,0,2,,,,,75.0,,0.0,2025-05-23,2025-05-29
TT 516 | DVY | ÖS | Best Aud. | G-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,DE,0.14160445,61,80,1.0,,,,1.77005566,0.14160445,1.25,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,XK,0.14111187,49,51,1.0,,,,2.76689936,0.14111187,1.96078431,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,FR,0.14111187,24,36,,,,,3.9197741,,2.77777778,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,NZ,0.14062841,0,2,,,,,70.31420599,,0.0,2025-05-23,2025-05-29
FC 029 | DVY| Lead | CBO | Pazarlama | 4 Mayis |,GB,0.14027273,94,94,,,,,1.49226306,,1.06382979,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,CM,0.14001059,0,105,,,,,1.33343415,,2.85714286,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,QA,0.14000152,32,59,,,,,2.37290717,,1.69491525,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,RO,0.14,32,34,,,,,4.11764706,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,AU,0.14,0,23,1.0,,,,6.08695652,0.14,13.04347826,2025-05-23,2025-05-29
TT 508 | DVY | Best Aud. | B-1 | SJ-OD-MK | M4 | Lead | CBO | 28.05.25,IN,0.14,102,119,,,,,1.17647059,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,KW,0.14,67,67,1.0,,,,2.08955224,0.14,1.49253731,2025-05-23,2025-05-29
TT 460 | DVY | Best Aud. | A-1 | SJ-AI-DVY-MK | M4 | Lead | CBO | 15.05.25,NL,0.14,0,3,,,,,46.66666667,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,TZ,0.14,105,105,,,,,1.33333333,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,AU,0.14,10,10,,,,,14.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,ZA,0.14,38,38,1.0,,,,3.68421053,0.14,2.63157895,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,US,0.14,64,77,1.0,,,,1.81818182,0.14,5.19480519,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,FI,0.14,14,14,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 275 | DVY | New Aud. 2-1 | AK-v-Otpki_rev_ALL | M2 | Lead | CBO | 06.04.25,KG,0.14,72,77,,,,,1.81818182,,1.2987013,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,OM,0.14,16,52,,,,,2.69230769,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,ZA,0.14,16,27,,,,,5.18518519,,0.0,2025-05-23,2025-05-29
TT 484 | DVY | Best Aud. | B-1 | BK-A-EM | M4 | Lead | CBO | 19.05.25,AF,0.14,238,246,,,,,0.56910569,,0.40650407,2025-05-23,2025-05-29
TT 425 | DVY | Best Aud. | G-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,RO,0.14,24,25,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.14,1.0,5.6,0.14,4.0,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,SK,0.14,0,1,,,,,140.0,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,AU,0.14,11,11,,,,,12.72727273,,0.0,2025-05-23,2025-05-29
TT 508 | DVY | Best Aud. | B-1 | SJ-OD-MK | M4 | Lead | CBO | 28.05.25,DZ,0.14,114,119,2.0,,,,1.17647059,0.07,2.5210084,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,FR,0.14,24,49,,,,,2.85714286,,0.0,2025-05-23,2025-05-29
TT 503 | DVY | GLOBAL-ABO | Sales | 26.05.25,EE,0.14,16,16,,,,,8.75,,0.0,2025-05-23,2025-05-29
TT 508 | DVY | Best Aud. | B-1 | SJ-OD-MK | M4 | Lead | CBO | 28.05.25,DE,0.14,29,29,,,,,4.82758621,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,GR,0.14,32,60,,,,,2.33333333,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,CA,0.14,64,143,3.0,,,,0.97902098,0.04666667,3.4965035,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,YE,0.14,183,183,1.0,,,,0.76502732,0.14,0.54644809,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,AR,0.14,16,37,1.0,,,,3.78378378,0.14,2.7027027,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,KG,0.13258115,65,71,,,,,1.86734019,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AF,0.13258115,195,272,,,,,0.48743071,,0.73529412,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,EG,0.13103245,54,54,1.0,,,,2.42652682,0.13103245,1.85185185,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AE,0.13058353,40,72,3.0,,,,1.81366008,0.04352784,5.55555556,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,IM,0.13000141,0,45,,,,,2.88892032,,0.0,2025-05-23,2025-05-29
TT 505 | DVY | Global Aud. 1-1 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,LV,0.13,8,13,,,,,10.0,,0.0,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,LY,0.13,88,138,1.0,,,,0.94202899,0.13,1.44927536,2025-05-23,2025-05-29
GLOBAL | TT 317 | DVY | New Aud. 2-1 | OTPKİ-OLT-BK | M2 | Lead | CBO | 13.05.25,RS,0.13,32,36,,,,,3.61111111,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,IN,0.13,184,233,,,,,0.55793991,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,GM,0.13,16,40,1.0,,,,3.25,0.13,2.5,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,BG,0.13,12,12,,,,,10.83333333,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,AU,0.13,16,27,,,,,4.81481481,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,GR,0.13,36,36,,,,,3.61111111,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,QA,0.13,26,26,,,,,5.0,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,BE,0.13,57,57,,,,,2.28070175,,0.0,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,MN,0.13,72,78,1.0,,,,1.66666667,0.13,1.28205128,2025-05-23,2025-05-29
TT 425 | DVY | Best Aud. | G-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,MD,0.13,0,5,,,,,26.0,,0.0,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,PL,0.13,40,41,,,,,3.17073171,,0.0,2025-05-23,2025-05-29
TT ASC 2 | DVY | EU | 14D Best Ads. | M2 | CBO | Sales | 24.05.25 Campaign,HR,0.13,28,30,,,,,4.33333333,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,BF,0.13,56,56,1.0,,,,2.32142857,0.13,5.35714286,2025-05-23,2025-05-29
TT 505 | DVY | Global Aud. 1-1 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,BA,0.13,50,56,,,,,2.32142857,,1.78571429,2025-05-23,2025-05-29
TT 509 | DVY | Best Aud. | G-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,GR,0.13,24,36,,,,,3.61111111,,0.0,2025-05-23,2025-05-29
TT 507 | DVY | Best Aud. | A-1 | SJ-OD-MK | Manuel Placement  | M4 | Lead | CBO | 24.05.25 - Copy,TJ,0.13,46,49,1.0,,,,2.65306122,0.13,2.04081633,2025-05-23,2025-05-29
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,LV,0.13,26,26,,,,,5.0,,3.84615385,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,CD,0.13,48,80,,,,,1.625,,0.0,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,MK,0.13,121,121,1.0,,,,1.07438017,0.13,2.47933884,2025-05-23,2025-05-29
TT 504 | DVY | TT SA 73-2 | BROAD-GLOBAL 18-65 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,EE,0.1212973,8,10,,,,,12.12972973,,0.0,2025-05-23,2025-05-29
TT 513 | DVY | Best Aud. | A-1 | EMDD-OE  | M4 | Lead | CBO | 29.05.25,ME,0.12095303,49,52,,,,,2.32601979,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,XK,0.12053864,58,58,,,,,2.07825239,,3.44827586,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,MK,0.12013363,144,155,2.0,DVY_Egitimi_OptinTebriklerSayfasi,0.06006682,2.0,0.77505568,0.06006682,1.29032258,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,MZ,0.12000907,0,57,,,,,2.10542234,,1.75438596,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,SO,0.12000131,128,179,,,,,0.67039836,,0.55865922,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,BR,0.12000131,0,27,1.0,,,,4.4444928,0.12000131,3.7037037,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,BE,0.12,24,28,,,,,4.28571429,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,IL,0.12,0,20,,,,,6.0,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",BY,0.12,20,27,,,,,4.44444444,,0.0,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,ID,0.12,0,16,,,,,7.5,,0.0,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,ZA,0.12,24,24,1.0,,,,5.0,0.12,4.16666667,2025-05-23,2025-05-29
TT ASC 2 | DVY | EU | 14D Best Ads. | M2 | CBO | Sales | 24.05.25 Campaign,XK,0.12,38,41,,,,,2.92682927,,0.0,2025-05-23,2025-05-29
"FC 015 | DVY| 26 Nisan| 2,00 $",IT,0.12,12,15,,,,,8.0,,0.0,2025-05-23,2025-05-29
TT 508 | DVY | Best Aud. | B-1 | SJ-OD-MK | M4 | Lead | CBO | 28.05.25,ET,0.12,40,41,1.0,,,,2.92682927,0.12,2.43902439,2025-05-23,2025-05-29
TT 500 | DVY | Best Aud. | A-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,PK,0.12,64,71,1.0,,,,1.69014085,0.12,1.4084507,2025-05-23,2025-05-29
TT 505 | DVY | Global Aud. 1-1 | MM-DVY-MK | M4 | Lead | CBO | 27.05.25,NZ,0.12,8,19,,,,,6.31578947,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,JO,0.12,32,81,,,,,1.48148148,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,MX,0.12,0,34,,,,,3.52941176,,5.88235294,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,TN,0.12,128,174,,,,,0.68965517,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,IT,0.12,115,115,1.0,,,,1.04347826,0.12,0.86956522,2025-05-23,2025-05-29
TT 497 | DVY | Best Aud. | B-1 | MM-DVY-MK | M4 | Lead | CBO | 24.05.25,AT,0.12,13,13,2.0,,,,9.23076923,0.06,7.69230769,2025-05-23,2025-05-29
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,SI,0.12,28,31,,,,,3.87096774,,3.22580645,2025-05-23,2025-05-29
TT 425 | DVY | Best Aud. | G-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,XK,0.12,31,31,1.0,,,,3.87096774,0.12,3.22580645,2025-05-23,2025-05-29
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,HR,0.12,44,49,2.0,,,,2.44897959,0.06,4.08163265,2025-05-23,2025-05-29
TT 256 | DVY | Best Aud. | B-1 | AK-v-Otpki | M2 | Lead | CBO | 03.04.25,IN,0.12,84,115,,,,,1.04347826,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,TH,0.12,0,7,1.0,,,,17.14285714,0.12,14.28571429,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,JP,0.12,16,31,,,,,3.87096774,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,MX,0.12,3,3,,,,,40.0,,0.0,2025-05-23,2025-05-29
TT 427 | DVY | Best Aud. | H-1 | BK-LU-Y | M4 | Lead | CBO | 30.04.25,CN,0.12,24,31,,,,,3.87096774,,0.0,2025-05-23,2025-05-29
TT 495 | DVY | Best Aud. | B-1 | DVY_LU_FK | M4 | Lead | CBO | 23.05.25,PK,0.12,40,57,1.0,,,,2.10526316,0.12,1.75438596,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,ID,0.12,14,14,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.12,1.0,8.57142857,0.12,14.28571429,2025-05-23,2025-05-29
FC 036 | DVY | 13 Mayis |  OTPKİ-OLT-BK |,PK,0.12,83,83,,,,,1.44578313,,0.0,2025-05-23,2025-05-29
TT 507 | DVY | Best Aud. | A-1 | SJ-OD-MK | Manuel Placement  | M4 | Lead | CBO | 24.05.25 - Copy,ID,0.12,10,13,,,,,9.23076923,,0.0,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,ZA,0.12,0,6,,,,,20.0,,0.0,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,CA,0.12,0,39,,,,,3.07692308,,2.56410256,2025-05-23,2025-05-29
TT 425 | DVY | Best Aud. | G-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,DK,0.12,4,9,1.0,,,,13.33333333,0.12,11.11111111,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,AE,0.11218405,20,20,,,,,5.60920265,,0.0,2025-05-23,2025-05-29
TT 515 | DVY | ÖS | Best Aud. | H-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,SA,0.11218405,57,57,1.0,,,,1.96814128,0.11218405,3.50877193,2025-05-23,2025-05-29
FC 033 | DVY| Lead |Winner DA SA48 | CBO | 5 Mayis |,NL,0.11062873,28,49,,,,,2.25772928,,0.0,2025-05-23,2025-05-29
TT 512 | DVY | Best Aud. | B-1 | EMDD-OE | M4 | Lead | CBO | 29.05.25,OM,0.11049375,0,24,1.0,,,,4.60390634,0.11049375,4.16666667,2025-05-23,2025-05-29
FC 028 | DVY| Lead | CBO | 4 Mayis |,NL,0.11012249,59,59,,,,,1.86648296,,0.0,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,UG,0.11000832,0,88,,,,,1.25009452,,1.13636364,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,KE,0.11000832,79,79,1.0,,,,1.39251035,0.11000832,2.53164557,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,YE,0.11000832,256,335,1.0,,,,0.32838304,0.11000832,0.29850746,2025-05-23,2025-05-29
TT 361 | DVY | OTPKİ-OLT-BK | M2 | Lead | ABO | CosCap-Mix | 21.04.25,VE,0.11000832,0,82,,,,,1.34156485,,0.0,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,PK,0.1100012,192,209,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.1100012,1.0,0.52632152,0.1100012,0.4784689,2025-05-23,2025-05-29
#Global | UB DVY 30 | Sales | ABO | Mix | 25.05.2025,TJ,0.1100012,128,229,,,,,0.48035457,,0.0,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,IL,0.11,0,55,1.0,,,,2.0,0.11,1.81818182,2025-05-23,2025-05-29
TT 475 | DVY | BROAD GLOBAL-2 | 14D Best Ads. | M2 | CBO | Sales | 16.05.25,RO,0.11,0,113,1.0,,,,0.97345133,0.11,1.7699115,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,TG,0.11,16,42,1.0,,,,2.61904762,0.11,4.76190476,2025-05-23,2025-05-29
TT 313 | DVY | Best Aud. | B-1 | A Green-5 | M2 | Lead | CBO | 13.04.25,BR,0.11,32,44,,,,,2.5,,0.0,2025-05-23,2025-05-29
GLOBAL | TT 493 | ÖS | DVY | Best Aud. | B-1 | 14D Best Ads. | M4 | Lead | CBO | 21.05.25,NZ,0.11,12,13,2.0,,,,8.46153846,0.055,15.38461538,2025-05-23,2025-05-29
TT 501 | DVY | Best Aud. | D-1 | MM-DVY-MK | M4 | Lead | CBO | 25.05.25,XK,0.11,32,78,1.0,,,,1.41025641,0.11,2.56410256,2025-05-23,2025-05-29
TT 507 | DVY | Best Aud. | A-1 | SJ-OD-MK | Manuel Placement  | M4 | Lead | CBO | 24.05.25 - Copy,DZ,0.11,60,74,,,,,1.48648649,,0.0,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,RO,0.11,16,35,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.11,1.0,3.14285714,0.11,2.85714286,2025-05-23,2025-05-29
TT 510 | DVY | Best Aud. | H-1 | MM2-DVY2-MK | M4 | Lead | CBO | 28.05.25,CN,0.11,40,66,1.0,DVY_Egitimi_OptinTebriklerSayfasi,0.11,1.0,1.66666667,0.11,1.51515152,2025-05-23,2025-05-29
TT 426 | DVY | Best Aud. | A-1 | PSK-DYV-MK | M4 | Lead | CBO | 30.04.25,GB,0.11,12,17,,,,,6.47058824,,0.0,2025-05-23,2025-05-29
