Campaign name,Country,Ad Set Name,Ad name,Amount spent (USD),Reach,Impressions,Link clicks,Result type,Cost per result,Results,"CPM (cost per 1,000 impressions)",CPC (cost per link click),CTR (all),Reporting starts,Reporting ends
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TR,2 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-EMY-3,0.78,175,175,3.0,,,,4.45714286,0.26,1.71428571,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,GB,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.78,24,25,1.0,,,,31.2,0.78,8.0,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,DE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.78,26,26,,BV_YP_DVY_Seminer_ThankYouPage,0.78,1.0,30.0,,3.84615385,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,IQ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.77,412,445,4.0,,,,1.73033708,0.1925,1.57303371,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,GE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.77,180,218,1.0,,,,3.53211009,0.77,2.29357798,2025-05-10,2025-05-22
TT 08 | DVY | TT SA 48 | BK-EMY | M4 | Sales | CBO | CosCap-Mix | 09.05.25,TR,2.25 | TT SA 48 | UB 79+Girişimcilik | 3M | 13.03.25,BK-EMY-2,0.77,104,111,1.0,BV_YP_DVY_Seminer_ThankYouPage,0.77,1.0,6.93693694,0.77,0.9009009,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,US,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.77,44,45,1.0,,,,17.11111111,0.77,4.44444444,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,KG,2.25 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-EMY-3,0.77,331,331,3.0,,,,2.32628399,0.25666667,0.90634441,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,UZ,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.76,132,140,,,,,5.42857143,,1.42857143,2025-05-10,2025-05-22
TT 22 | DVY | GLOBAL-Hedeflemesiz | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,DE,22-45,IPS-DYV-MK-6,0.76,22,22,2.0,,,,34.54545455,0.38,9.09090909,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,GB,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.76,35,37,,,,,20.54054054,,2.7027027,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,RO,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.7565266,72,73,4.0,BV_YP_DVY_Seminer_ThankYouPage,0.7565266,1.0,10.36337813,0.18913165,6.84931507,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,US,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.75,80,92,1.0,,,,8.15217391,0.75,3.26086957,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.75,236,245,1.0,,,,3.06122449,0.75,0.81632653,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GB,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_3,0.74,17,18,1.0,,,,41.11111111,0.74,5.55555556,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,IQ,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-1,0.74,340,408,3.0,,,,1.81372549,0.24666667,1.71568627,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,FR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.73,58,58,1.0,,,,12.5862069,0.73,3.44827586,2025-05-10,2025-05-22
TT 23 | DVY | C-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,TR,(+22 Yrs) UB | SA 82 | 2.2M | 10.01.25,IPS-DYV-MK-4,0.73,91,97,2.0,,,,7.5257732,0.365,2.06185567,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,PL,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.72626554,82,83,,,,,8.75018722,,0.0,2025-05-10,2025-05-22
TT 29 | DVY | H-1 | LVEY-DVY-MK-SNS | M4 | Lead | CBO | 12.05.25,TR,(+22 Yrs) UB | SA 83 | 3.9M | 10.03.25,LVEY-DVY-MK-1,0.72,171,174,,,,,4.13793103,,0.0,2025-05-10,2025-05-22
TT 22 | DVY | GLOBAL-Hedeflemesiz | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,GB,24-54,IPS-DYV-MK-5,0.72,23,23,1.0,,,,31.30434783,0.72,8.69565217,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,US,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-2,0.72,56,68,,,,,10.58823529,,0.0,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KG,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.72,124,157,2.0,,,,4.58598726,0.36,1.27388535,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.71358586,302,311,4.0,,,,2.29448829,0.17839646,1.60771704,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,DE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.71,14,14,,,,,50.71428571,,0.0,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_3_1,0.69,231,239,8.0,BV_YP_DVY_Seminer_ThankYouPage,0.69,1.0,2.88702929,0.08625,2.92887029,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,KG,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-3,0.69,168,175,1.0,,,,3.94285714,0.69,1.14285714,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,SE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.68591745,37,40,,,,,17.14793635,,2.5,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,BE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.68,40,42,,,,,16.19047619,,0.0,2025-05-10,2025-05-22
TT 21 | DVY | New Aud.-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,CY,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,IPS-DYV-MK-5,0.68,228,239,1.0,,,,2.84518828,0.68,1.25523013,2025-05-10,2025-05-22
005 FC | DVY | 9 Mayis | BK - ELM,US,(+22 Yrs) FC OTU SA 9,BK-EMY-1 - Kopya,0.67113594,79,86,3.0,,,,7.80390628,0.22371198,5.81395349,2025-05-10,2025-05-22
TT 21 | DVY | New Aud.-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,TR,TT SA 43 | FC SA 7&Yazarlar | 1.5M | 11.03.25,IPS-DYV-MK-4,0.67,208,210,3.0,BV_YP_DVY_Seminer_ThankYouPage,0.67,1.0,3.19047619,0.22333333,1.42857143,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.67,10,13,,,,,51.53846154,,0.0,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,CH,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.67,18,18,,,,,37.22222222,,0.0,2025-05-10,2025-05-22
TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Campaign,TR,TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Ad set,OTPKİ-OLT-BK-4,0.67,169,177,,,,,3.78531073,,0.0,2025-05-10,2025-05-22
TT 10 | DVY | A-1 | IPS-DYV-MK | M4 | Lead | CBO | 09.05.25,TR,(+22 Yrs) UB | SA 76,IPS-DYV-MK-2,0.67,99,100,1.0,,,,6.7,0.67,1.0,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,FR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.67,62,66,4.0,BV_YP_DVY_Seminer_ThankYouPage,0.67,1.0,10.15151515,0.1675,7.57575758,2025-05-10,2025-05-22
003 FC | DVY | 7 Mayis |,GB,(+22 Yrs) FC SA 60,DVY_BIST_FK_2_1.,0.67,34,36,,,,,18.61111111,,2.77777778,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,DZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.67,328,414,2.0,,,,1.61835749,0.335,0.96618357,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SA,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-EMY-3,0.66,205,205,1.0,,,,3.2195122,0.66,0.97560976,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,AT,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.66,28,29,,,,,22.75862069,,0.0,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,US,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.65995601,56,93,1.0,,,,7.09630123,0.65995601,2.15053763,2025-05-10,2025-05-22
005 FC | DVY | 9 Mayis | BK - ELM,IT,(+22 Yrs) FC SA 60,BK-EMY-3 - Kopya,0.65663889,32,143,1.0,,,,4.59188034,0.65663889,2.0979021,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,DE,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.65,44,44,1.0,,,,14.77272727,0.65,4.54545455,2025-05-10,2025-05-22
TT 10 | DVY | A-1 | IPS-DYV-MK | M4 | Lead | CBO | 09.05.25,TR,(+22 Yrs) UB | SA 56,IPS-DYV-MK-2,0.65,95,97,,BV_YP_DVY_Seminer_ThankYouPage,0.65,1.0,6.70103093,,2.06185567,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TR,1.75 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-EMY-1,0.65,158,163,1.0,,,,3.98773006,0.65,0.61349693,2025-05-10,2025-05-22
TT 06 | DVY | C-1 | 14D Best Ads.-P1 | M4 | Lead | CBO | 08.05.25,FR,(+22 Yrs) FC SA 60,BK-EM-2,0.65,56,72,1.0,,,,9.02777778,0.65,1.38888889,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,GB,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.64,41,41,,,,,15.6097561,,0.0,2025-05-10,2025-05-22
TT 11 | DVY | B-1 | DVY_BSSG_FK | M4 | Lead | CBO | 10.05.25,TR,UB | SA 42 | ( FC OTU SA 7 | Futbol Edited | 2.3M),DVY_BSSG_FK_1_1,0.64,142,149,5.0,BV_YP_DVY_Seminer_ThankYouPage,0.64,1.0,4.29530201,0.128,2.68456376,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TM,2.25 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-1,0.64,349,349,2.0,,,,1.83381089,0.32,0.5730659,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,TM,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-1,0.64,248,278,3.0,BV_YP_DVY_Seminer_ThankYouPage,0.64,1.0,2.30215827,0.21333333,1.79856115,2025-05-10,2025-05-22
003 FC | DVY | 7 Mayis |,GB,(+22 Yrs) FC OTU SA 9,DVY_BIST_FK_4_1 - Kopya,0.64,22,24,,,,,26.66666667,,0.0,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,GB,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.64,5,5,,,,,128.0,,20.0,2025-05-10,2025-05-22
TT 18 | DVY | D-1 | LVEY-DVY-MK | M4 | Lead | CBO | 11.05.25,GB,TT SA 40 | SC Winner DA SA4 - Kişisel Gelişim,LVEY-DVY-MK-1,0.64,13,13,1.0,,,,49.23076923,0.64,7.69230769,2025-05-10,2025-05-22
TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Campaign,TR,TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Ad set,OTPKİ-OLT-BK-3,0.64,235,240,4.0,,,,2.66666667,0.16,1.66666667,2025-05-10,2025-05-22
TT 21 | DVY | New Aud.-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,TR,TT SA 44 | TT SA 08+Girişimcilik | 3.1M | 11.03.25,IPS-DYV-MK-6,0.63,63,66,1.0,,,,9.54545455,0.63,3.03030303,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,TR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-3,0.63,66,67,,,,,9.40298507,,0.0,2025-05-10,2025-05-22
TT 27 | DVY | E-1 | DVY_LU_FK | M4 | Lead | CBO | 12.05.25,TR,(+22 Yrs) FC OTU SA 9,DVY_LU_FK_3,0.63,84,86,,,,,7.3255814,,0.0,2025-05-10,2025-05-22
005 FC | DVY | 9 Mayis | BK - ELM,CH,(+22 Yrs) FC SA 60,BK-EMY-3 - Kopya,0.62679167,32,80,1.0,,,,7.83489583,0.62679167,1.25,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,KZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.62,96,120,4.0,BV_YP_DVY_Seminer_ThankYouPage,0.62,1.0,5.16666667,0.155,4.16666667,2025-05-10,2025-05-22
TT 10 | DVY | A-1 | IPS-DYV-MK | M4 | Lead | CBO | 09.05.25,TR,(+22 Yrs) UB | SA 49,IPS-DYV-MK-1,0.62,168,171,2.0,,,,3.62573099,0.31,3.50877193,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,KG,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-2,0.62,180,190,2.0,,,,3.26315789,0.31,1.57894737,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.62,225,230,1.0,,,,2.69565217,0.62,0.43478261,2025-05-10,2025-05-22
005 FC | DVY | 9 Mayis | BK - ELM,ES,(+22 Yrs) FC SA 60,BK-EMY-3 - Kopya,0.61684259,64,68,2.0,,,,9.0712146,0.3084213,4.41176471,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GE,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-1,0.61,238,238,2.0,BV_YP_DVY_Seminer_ThankYouPage,0.61,1.0,2.56302521,0.305,2.10084034,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,UZ,2.25 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_3,0.61,164,194,,,,,3.1443299,,0.51546392,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-3,0.61,137,145,,,,,4.20689655,,1.37931034,2025-05-10,2025-05-22
TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Campaign,TR,TT ASC 4 | ÖS | DVY | 14D Best Ads. | M4 | CBO | 22.05.25 Ad set,SJ-AI-DVY-MK-3,0.61,229,235,,,,,2.59574468,,0.85106383,2025-05-10,2025-05-22
TT 28 | DVY | G-1 | LVEY-DVY-MK-SNS | M4 | Lead | CBO | 12.05.25,TR,(+22 Yrs) Winner DA SA29,LVEY-DVY-MK-1,0.61,125,129,,,,,4.72868217,,1.5503876,2025-05-10,2025-05-22
TT 22 | DVY | GLOBAL-Hedeflemesiz | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,DE,22-55,IPS-DYV-MK-6,0.61,14,14,1.0,,,,43.57142857,0.61,7.14285714,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,BG,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.61,37,40,,,,,15.25,,0.0,2025-05-10,2025-05-22
TT 15 | DVY | TT SA 49 | DVY_BSSG_FK | M4 | Sales | ABO | 10.05.25,TR,2.4 | TT SA 49 | Winner 48/21-50 | 2.3M | 13.03.25 - Copy 4,DVY_BSSG_FK_2_1,0.61,153,158,1.0,,,,3.86075949,0.61,1.89873418,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,FR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.60995935,80,89,,,,,6.85347581,,2.24719101,2025-05-10,2025-05-22
TT 22 | DVY | GLOBAL-Hedeflemesiz | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,GB,22-45,IPS-DYV-MK-6,0.6,27,27,1.0,,,,22.22222222,0.6,3.7037037,2025-05-10,2025-05-22
TT 21 | DVY | New Aud.-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,UZ,TT SA 42 | FC SA 9&Start-Up | 2.3M | 11.03.2025,IPS-DYV-MK-6,0.6,126,130,2.0,,,,4.61538462,0.3,1.53846154,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,UZ,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.6,226,240,,,,,2.5,,0.0,2025-05-10,2025-05-22
TT 13 | DVY | A-1 | BK-OBD | M4 | Lead | CBO | 10.05.25,TR,(+22 Yrs) Winner DA SA48,BK-OBD-2,0.6,120,121,,,,,4.95867769,,0.82644628,2025-05-10,2025-05-22
TT 18 | DVY | D-1 | LVEY-DVY-MK | M4 | Lead | CBO | 11.05.25,TR,(+22 Yrs) UB | SA 75,LVEY-DVY-MK-1,0.6,84,85,2.0,BV_YP_DVY_Seminer_ThankYouPage,0.6,1.0,7.05882353,0.3,3.52941176,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,CN,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.59002487,247,247,3.0,,,,2.38876464,0.19667496,2.0242915,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,GR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.59002487,32,123,4.0,,,,4.79695014,0.14750622,6.50406504,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,DE,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-3,0.59,84,108,2.0,BV_YP_DVY_Seminer_ThankYouPage,0.59,1.0,5.46296296,0.295,1.85185185,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,TR,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_3_1,0.59,88,95,1.0,,,,6.21052632,0.59,2.10526316,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,US,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.59,23,24,,,,,24.58333333,,0.0,2025-05-10,2025-05-22
TT 18 | DVY | D-1 | LVEY-DVY-MK | M4 | Lead | CBO | 11.05.25,TR,TT SA 08 | Eticaret DS-Bireysel | 2M | 14.05.24,LVEY-DVY-MK-1,0.59,80,81,1.0,,,,7.28395062,0.59,2.4691358,2025-05-10,2025-05-22
TT 13 | DVY | A-1 | BK-OBD | M4 | Lead | CBO | 10.05.25,TR,(+22 Yrs) UB | SA 77 | 3.7M | 10.01.25,BK-OBD-2,0.58,100,100,1.0,,,,5.8,0.58,1.0,2025-05-10,2025-05-22
TT 22 | DVY | GLOBAL-Hedeflemesiz | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,FR,25-55,IPS-DYV-MK-4,0.58,8,8,,,,,72.5,,0.0,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,MK,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_2_1,0.58,128,201,1.0,BV_YP_DVY_Seminer_ThankYouPage,0.58,1.0,2.88557214,0.58,1.99004975,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,BG,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-2,0.58,73,74,1.0,,,,7.83783784,0.58,5.40540541,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,GE,2.5 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,SJ-AI-DVY-MK-3,0.58,190,201,,,,,2.88557214,,0.99502488,2025-05-10,2025-05-22
005 FC | DVY | 9 Mayis | BK - ELM,BY,(+22 Yrs) FC SA 60,BK-EMY-3 - Kopya,0.5770463,166,166,1.0,,,,3.47618251,0.5770463,1.20481928,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,US,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.57,30,37,,,,,15.40540541,,0.0,2025-05-10,2025-05-22
TT 21 | DVY | New Aud.-1 | IPS-DYV-MK-P2 | M4 | Lead | CBO | 12.05.25,TR,TT SA 44 | TT SA 08+Girişimcilik | 3.1M | 11.03.25,IPS-DYV-MK-4,0.57,72,74,,,,,7.7027027,,0.0,2025-05-10,2025-05-22
TT 34 | DVY | TT SA 47-Global | FK&BK | M4 | Sales | CBO-BID | 22.05.25,NL,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.57,17,17,1.0,,,,33.52941176,0.57,11.76470588,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,UZ,2.25 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,DVY_BSSG_FK_1_1,0.57,162,173,2.0,BV_YP_DVY_Seminer_ThankYouPage,0.57,1.0,3.29479769,0.285,1.73410405,2025-05-10,2025-05-22
TT 16 | DVY | TT SA 47 | FK&BK | M4 | Sales | CBO-BID | 11.05.25,SA,TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-OBD-1,0.56996201,193,193,3.0,,,,2.95317105,0.18998734,2.59067358,2025-05-10,2025-05-22
AZ/Turkic | TT 31 | DVY | B-1 | 14D Best Ads. | M4 | Lead | CBO | 13.05.25,KZ,(+22 Yrs) Winner DA SA23,OTPKİ-OLT-BK-3,0.56,44,45,,,,,12.44444444,,0.0,2025-05-10,2025-05-22
TT 03 | DVY | TT SA 47 | OTPKİ-OLT-BK | M4 | Sales | CBO | CosCap-Mix | 08.05.25,SA,2.25 | TT SA 47 | UB 76&Yazarlar | 850K | 13.03.25,BK-EMY-3,0.56,170,170,3.0,BV_YP_DVY_Seminer_ThankYouPage,0.56,1.0,3.29411765,0.18666667,2.94117647,2025-05-10,2025-05-22
